회사명,제목,링크,지역,경력,학력,고용형태,마감일,직무분야,기타정보
(주)모토닉스,[자동차전장] 영업본부 영업팀 경력사원 채용모집 (실무급),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49331040&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,경기 수원시 영통구,경력5년↑,초대졸↑,정규직,~ 12/04(수),"영업, 영업관리, 거래처관리, 매출관리, 고객관리 외                    등록일 24/11/04",기획·전략 스크랩 급상승
(주)코끼리푸드,(주)코끼리푸드  각 부문 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49333277&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,경북 칠곡군,경력 3~10년,초대졸↑,정규직,~ 12/04(수),"영업, 영업관리, 영업직, 영업지원, 영업MD 외                    수정일 24/11/05",스타트업
(주)이엠연구소,2024년 하반기 수질분석요원 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49412062&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,강원 춘천시,경력무관,초대졸↑,정규직,~ 12/15(일),"환경측정분석사, 수질분석, 환경오염, 수질환경기사, 환경분석 외                    수정일 24/11/15",연봉상승률 10% 이상
굿유,일본 웹디자이너 채용 모집 건,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49341129&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,대구 서구,신입,학력무관,정규직,~ 12/05(목),"CSS, CSS3, HTML5, Javascript, jQuery 외                    등록일 24/11/05",프리한 복장
알데바,[상시채용] 2024 알데바 제조 분야 정규직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49402919&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,충북 청주시 흥덕구,경력무관,학력무관,정규직,~ 01/13(월),"자재관리, 생산, 공정관리, 제조, 화장품 외                    수정일 24/11/14",
(주)휴온스바이오파마,[휴온스바이오파마] 2024년 생산경영부 수시채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49432274&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,충북 제천시,경력무관,초대졸↑,정규직·계약직,~ 12/15(일),"RA, 인증심사원, 제약/바이오, 제약/바이오, 자재관리 외                    수정일 24/11/20",평균연봉 상위 10%
(주)허니스트,화장품 연구 개발 (제형/연구) 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49427591&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,대구 동구,신입,초대졸↑,계약직,~ 01/18(토),"연구원, R&D, R&D기획, 제형연구, 화장품 등록일 24/11/19",급성장중
효산의료재단/지샘병원,지샘병원 내시경실 간호조무사(계약직)  채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49472043&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,경기 군포시,경력무관,고졸↑,기간제·계약직,채용시,"간호조무사, 외래, 내시경실, 종합병원 등록일 24/11/26",점심지원
아이씨케미칼,공무 부문별 채용모집(정규직) 전기 & 용접,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49459705&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,전남 여수시,경력무관,고졸↑,정규직,~ 12/25(수),"기계조작원, 배관용접, 아크용접, 전기기사, 전기설비 외                    등록일 24/11/25",점심지원
검단탑병원,[검단탑병원] 심장기능검사 임상병리사 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49257048&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,인천 서구,경력1년↑,초대졸↑,계약직,~ 11/30(토),"임상병리사, 순환기내과, 종합병원 수정일 24/11/05",점심지원
(주)청풍기획,2025 (주)청풍기획 정규직(행사 기획 및 연출 분야) 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49470466&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,대구 동구,신입·경력,학력무관,정규직,~ 12/26(목),"마케팅기획, 사업기획, 서비스기획, 행사기획, 사업개발 외                    등록일 24/11/26",연봉상승률 10% 이상
(주)브라더에프앤에이치,[브라더한정식도시락 가맹사업본부] 마케팅 직원 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49472009&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,대구 달서구,경력무관,고졸↑,정규직,~ 12/26(목),"마케팅기획, 마케팅전략, 광고마케팅, 디지털마케팅, 검색광고 외                    등록일 24/11/26",연봉상승률 15% 이상
(주)지한푸드,(주)지한푸드 [정규직] 배송직원 채용 모집합니다.(경력무관),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49475717&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,경남 김해시,경력무관,학력무관,정규직,~ 12/26(목),"배송기사, 식품가공 등록일 24/11/26",급성장중
(주)천마산업,생산관리  경력직 채용 모집(두원공조 계열사),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49417719&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,광주 광산구,경력3년↑,초대졸↑,정규직,채용시,"생산관리, PSM, 원가관리, 자동차 수정일 24/11/18",생산 지원 급상승
(주)에이치투커뮤니케이션즈,"행사기획,연출,운영 채용모집(페스티벌, 지역축제 기업행사 등)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49217151&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,대구 수성구,경력무관,학력무관,정규직,~ 12/16(월),"공연기획, 광고디자인, 그래픽디자인, 완구디자인, BI디자인 외                    등록일 24/10/17",인기있는
훼미리식품(주)전주공장,"[신입, 경력] 훼미리식품 일반직 품질담당 정규직 채용 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49325966&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,전북 전주시 덕진구,경력무관,초대졸↑,정규직,~ 12/04(수),"품질관리, Haccp, 제과제빵 등록일 24/11/04",
(주)네오테크,(주)네오테크 디스플레이 증착기 엔지니어  신입 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49472780&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,충남 아산시,경력무관,초대졸↑,정규직·계약직,~ 01/25(토),"기술엔지니어, 디스플레이, 반도체, LCD, 디스플레이 등록일 24/11/26",연봉상승률 10% 이상
중부요양병원,중부요양병원 원무행정 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49416666&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,대전 중구,경력무관,초대졸↑,정규직,~ 12/18(수),"원무, 요양병원 등록일 24/11/18",의료 스크랩 급상승
명지내과의원,임상병리사 경력자 채용 모집합니다. (사세확장에 따란 인력충원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49429934&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,부산 강서구,경력2년↑,초대졸↑,정규직,~ 12/19(목),"임상병리사, 내과 등록일 24/11/19",
골든메디컬케어,요양원 간호조무사 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49467943&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,대전 서구,경력무관,학력무관,계약직,~ 12/27(금),"간호조무사, 복지시설, 노인복지, 요양보호 등록일 24/11/25",인기있는
서문프린팅,[디자인팀] 인쇄물 디자인을 담당할 그래픽 디자이너 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49463612&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,대구 달서구,경력무관,초대졸↑,정규직,채용시,"일러스트레이터, 인디자인, PhotoShop, 리플렛, 명함 외                    수정일 24/11/25",인기있는
삼일정풍병원,[삼일정풍병원] 간호조무사 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49449876&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,경남 창원시,경력,학력무관,정규직,~ 12/22(일),"간호조무사, 외래, 전문병원 등록일 24/11/22",
제일건설(주),제일건설㈜ 광주 첨단 A2BL 안전관리자(계약직) 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49425186&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,전남 장성군,경력1년↑,초대졸↑,기간제·계약직,~ 12/19(목),"안전관리자, 건설회사 수정일 24/11/19",인기있는
유신정밀공업(주),유신정밀공업 당진공장 생산직 채용 모집 상여금 600 프로,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49285004&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,충남 당진시,경력무관,고졸↑,계약직,오늘마감,"생산, 제조, 기계, 자동차부품 등록일 24/10/28",평균연봉 상위 10%
부산대학교병원,계약직(보건직) 공개채용 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49477566&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,부산 서구,경력무관,학력무관,계약직,~ 12/10(화),"보건의료정보관리사, 종합병원, 데이터분석, 종합병원 수정일 24/11/27",
부산대학교병원,계약직(행정직) 공개채용 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49477541&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,부산 서구,경력무관,학력무관,계약직,~ 12/10(화),"병원행정사, 환자안내, 호스피스, 사업관리, 사회복지사 외                    수정일 24/11/27",
(주)이지엠앤씨,이지엠앤씨 디자인직무 신입&경력 채용 모집공고(3차 채용),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49339047&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,울산 남구,경력무관,학력무관,계약직,~ 12/05(목),"광고디자인, 디지털디자인, 브랜드디자인, 시각디자인, 앱디자인 외                    수정일 24/11/20",연봉상승률 10% 이상
(주)삼광,(주)삼광 재경팀 채용 모집 (경력 3~5년 / 10년차 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49406971&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,경북 경산시,경력3년↑,대졸↑,정규직,~ 12/01(일),"감사, 전산회계, 더존, 4대보험, 관리회계 외                    수정일 24/11/15",회계·세무·재무 지원 급상승
부산도시철도운영서비스(주),철도운행 안전관리자 기간제 채용 모집공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49399809&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,부산 강서구,경력무관,학력무관,기간제·계약직,상시채용,"안전관리자, 보안·경비업체, 청소·방역 수정일 24/11/14",인기있는
(주)오상헬스케어,(주)오상헬스케어 RA팀 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49157933&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,경기 안양시 동안구,경력무관,학력무관,정규직,~ 12/07(토),"인/허가, 제약QA, RA, 임상개발, 품질검사원 외                    수정일 24/10/08",연봉상승률 10% 이상
덕산넵코어스(주),덕산넵코어스(주) R&D본부 전부문 신입/경력 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49153259&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,대전 유성구,신입·경력,대졸↑,정규직,채용시,"임베디드, 자율주행, 정보통신, 펌웨어, FPGA 외                    등록일 24/10/08",IT개발·데이터 스크랩 급상승
관세법인명성,관세사무원 신입/경력 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49450206&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,인천 중구,경력무관,학력무관,정규직,~ 12/22(일),"경리, 경리사무원, 관세사, 관세사무원, 관세법인 외                    등록일 24/11/22",
바스락(주),제 2공장 과자 제조 포장 신규 인원 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49463567&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,경기 용인시 기흥구,경력무관,고졸↑,정규직,~ 12/25(수),"기계조작원, 단순생산직, 생산관리, 생산, 제조 외                    수정일 24/11/26",
바스락(주),제 2공장   품질관리   신규 인원 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49469877&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,경기 용인시 기흥구,신입,초대졸↑,정규직,~ 12/26(목),"생산관리, 배합, 조립, 품질관리, 생산 외                    등록일 24/11/26",인기있는
(주)와이앤비푸드,와이앤비푸드 부문별 신입&경력 채용(모집분야 상세내용참고 必),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49198666&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,충남 논산시,신입·경력,고졸↑,정규직·계약직,~ 12/14(토),"전산회계, 관리회계, 기업회계, 회계결산, 식품연구 외                    수정일 24/10/30",인기있는
(주)일신이앤드씨,[감리현장관리] 전기/통신/소방 공무 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49471299&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,서울 서초구,경력,학력무관,정규직,~ 12/26(목),"감리원, 공무, 소방/방재, 전기설비, 전기기사 외                    등록일 24/11/26",
(주)일삼울산공장,[직접입력] 환경안전관리 신입(경력)사원 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49240389&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,울산 울주군,신입·경력,대졸↑,정규직,채용시,"총무, 비품관리, 시설관리, 자산관리, 영선 외                    수정일 24/10/22",인기있는
(주)기영에프앤비,"[4.5일제] 기영에프앤비 대관, 언론홍보 신규 채용모집(과-부장)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49312038&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,서울 강남구,경력5년↑,학력무관,정규직,~ 11/30(토),"법무사, 변호사, 사내변호사, 컴플라이언스, 기업홍보 외                    등록일 24/10/31",급성장중
